GMT	global_gene	prismx_gene	global_set	prismx_set
ClinVar_2019	0.7909715379537521	0.8211533640360656	0.767370194059047	0.8389805386142549
DSigDB	0.6462494661817412	0.8141394253097399	0.6174105474233139	0.7129813990614273
Data_Acquisition_Method_Most_Popular_Genes	0.7569542605275319	0.7674570568081919	0.6968738036537173	0.7524522966540262
DepMap_WG_CRISPR_Screens_Broad_CellLines_2019	0.5301372621047041	0.599724334135207	0.6318410944029488	0.670725013220503
DepMap_WG_CRISPR_Screens_Sanger_CellLines_2019	0.5557859868235437	0.573300369350371	0.6425349890047185	0.6852746354462353
DisGeNET	0.597055325902183	0.7663478455550042	0.6290795724910291	0.7157543815397545
Disease_Perturbations_from_GEO_up	0.725824785552025	0.7505188718887914	0.672567086281815	0.7873795978620556
Disease_Signatures_from_GEO_down_2014	0.626547740538544	0.6603055437220801	0.5893935145324755	0.656971473525331
DrugMatrix	0.6912910510033582	0.6753092135780018	0.6705967117312095	0.7383524441706145
Drug_Perturbations_from_GEO_2014	0.7170389527650466	0.7922307532182196	0.6897329691082733	0.7732057482948044
Drug_Perturbations_from_GEO_down	0.7189055728558583	0.7574804870612531	0.6929463994927428	0.7912570348208866
Drug_Perturbations_from_GEO_up	0.7187328069886545	0.7551186204964897	0.693290550125257	0.7961577947578603
ENCODE_Histone_Modifications_2013	0.6109235760893332	0.6793646123009177	0.5507980559026118	0.5959083034910251
ENCODE_Histone_Modifications_2015	0.6068606300669065	0.65218084802123	0.597315670119145	0.658843406047644
ENCODE_TF_ChIP-seq_2014	0.5911740770097476	0.6809071676061388	0.648417053066043	0.6701936585418383
ENCODE_TF_ChIP-seq_2015	0.6108620069591985	0.6506677603670977	0.6449397276918026	0.6800817691226053
ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.6787415275746694	0.7195019165810856	0.6332743088085286	0.6932182033680383
ESCAPE	0.6633127995958619	0.7379284281428278	0.5936467627297896	0.7130315963993752
Elsevier_Pathway_Collection	0.7260913333256332	0.7782304259949933	0.7208290921729432	0.7875822290863761
Enrichr_Libraries_Most_Popular_Genes	0.7291827952700273	0.7492590797954135	0.6786001065797991	0.7716072277599851
Epigenomics_Roadmap_HM_ChIP-seq	0.6700190897891146	0.7174803969454416	0.580282528602501	0.6616300742709154
GO_Biological_Process_2013	0.6243198083557715	0.8224394055246114	0.6651295184210604	0.7426419968911444
GO_Biological_Process_2015	0.7177864411943081	0.8029992582154634	0.6653042044532753	0.7646921704875341
GO_Biological_Process_2017	0.7087486959621938	0.8131451584879124	0.6883736588831949	0.7932208224906352
GO_Biological_Process_2017b	0.7014725207362994	0.8094774230473315	0.6559683327337208	0.759099085054881
GO_Biological_Process_2018	0.7030452739402678	0.851010127068207	0.6769540284973675	0.8254230353144449
GO_Cellular_Component_2013	0.5533251734697654	0.8295311623407877	0.7085177463256241	0.7762974685067978
GO_Cellular_Component_2015	0.655771171354884	0.8019152061156252	0.7413170736681082	0.8078545965143279
GO_Cellular_Component_2017	0.6866313039430352	0.8029694735074384	0.7468293665409174	0.8186219910264086
GO_Cellular_Component_2017b	0.6727010905107373	0.7894994428410749	0.6913742333457811	0.779841214649348
GO_Cellular_Component_2018	0.6795324140271563	0.8052474813872236	0.7335047632971283	0.8063376416576861
GO_Molecular_Function_2013	0.5762584637106837	0.83797171831452	0.6603808782165087	0.7398558226580995
GO_Molecular_Function_2015	0.6716879817539471	0.8077039272569423	0.6639042381479752	0.7561382065509856
GO_Molecular_Function_2017	0.6814671734943354	0.7855211706462585	0.6687437875132534	0.7575398103742558
GO_Molecular_Function_2017b	0.7019960130933823	0.7960097006387636	0.6144557790856519	0.7025310914970855
GO_Molecular_Function_2018	0.6788844714772596	0.8023392778981042	0.6692755044123238	0.7645586955941173
Disease_Signatures_from_GEO_up_2014	0.6173301310158464	0.6549193019595719	0.678561039938472	0.7291848282321917
Tissue_Protein_Expression_from_Human_Proteome_Map	0.6243380220261736	0.6194110150023912	0.6160595355937811	0.693268849175357
WikiPathways_2013	0.8040945573115561	0.8401554517550641	0.7509895501701027	0.820175185941409
HomoloGene	0.7052576882417234	0.7391373162675967	0.5435574046495684	0.6503740777974022
GeneSigDB	0.650607638317554	0.8005007345487091	0.7052209261196202	0.7877252530916524
Enrichr_Submissions_TF-Gene_Coocurrence	0.8272572263023936	0.879603861358958	0.7924585863845762	0.8964763588832624
BioPlanet_2019	0.6888622741429724	0.7969193847652979	0.7833002086087356	0.8574158278753153
SysMyo_Muscle_Gene_Sets	0.7021802038263526	0.7637427287201175	0.7323193305455172	0.8080356982413499
Disease_Perturbations_from_GEO_down	0.7332738382592354	0.7583488143577136	0.7251626560299036	0.8167547962574123
PheWeb_2019	0.5193910711031068	0.5293725750502066	0.6291411058239005	0.68530794786535
Reactome_2013	0.7305094216849147	0.7982220440129928	0.7643338141762637	0.801447599767874
Virus_Perturbations_from_GEO_up	0.6047442922533808	0.6554084594251375	0.650191952433892	0.720864029593716
L1000_Kinase_and_GPCR_Perturbations_down	0.5811447633517314	0.5861706563684385	0.6201788177009168	0.6623789580992406
Jensen_DISEASES	0.6375644691695247	0.7787313083778244	0.6516587163380472	0.7226356857990537
Allen_Brain_Atlas_up	0.6183332606626746	0.6189737839658839	0.5901759644335333	0.665373564127974
WikiPathways_2015	0.7361134035175937	0.8016218984763093	0.7797053964164332	0.8541232679418486
ChEA_2013	0.6382449461896348	0.6876760251796149	0.6540600895021206	0.700367911486444
Panther_2015	0.74147305989212	0.8148225052655494	0.755376044582296	0.8403753646014606
BioCarta_2016	0.717479952837065	0.7508072172378871	0.6969228384019652	0.7492984865170857
BioCarta_2013	0.7474950739811543	0.7650452141179018	0.7336177868612299	0.7746185425281965
miRTarBase_2017	0.604682287412773	0.679164689003832	0.5598625751785018	0.6129549978960189
lncHUB_lncRNA_Co-Expression	0.7823622796413007	0.8131550003650783	0.7544684241061457	0.8397484551401323
huMAP	0.725671425510128	0.7361696694403622	0.7427503039991845	0.8048096725607162
dbGaP	0.5328109136964515	0.6255379601186977	0.5507487264601356	0.6162878645927296
WikiPathways_2019_Mouse	0.735958145915409	0.811609027000793	0.7362255606460401	0.804838570586347
WikiPathways_2019_Human	0.7115572948649921	0.7965508075453652	0.7261742006219136	0.7967003860542798
WikiPathways_2016	0.7117404386504246	0.7987496577891637	0.7304267649271557	0.8022039361987884
Virus_Perturbations_from_GEO_down	0.5987479071944287	0.6412343691368546	0.5846106179888699	0.6454672973956254
Virus-Host_PPI_P-HIPSTer_2020	0.5460523553073138	0.7631368679978958	0.6797876812662619	0.7568855628709985
UK_Biobank_GWAS_v1	0.5677310020860985	0.7152986874753131	0.5252065401089933	0.6196383593103347
Transcription_Factor_PPIs	0.6213205485848676	0.6943063674179546	0.5687870744457569	0.6385860396585612
Tissue_Protein_Expression_from_ProteomicsDB	0.6147206240636482	0.612799042606077	0.5183664057103943	0.5835057463233941
TargetScan_microRNA_2017	0.5355909482681979	0.5796684062646227	0.580606621931076	0.6448957201558444
TargetScan_microRNA	0.5562333730252362	0.6291010829967313	0.5632124771960233	0.6268913440819384
Table_Mining_of_CRISPR_Studies	0.6920714002102181	0.7899790113427418	0.6465819534607846	0.7460484316407101
TRRUST_Transcription_Factors_2019	0.662183374793667	0.6993153859033738	0.6181441575989108	0.7003722029050207
TRANSFAC_and_JASPAR_PWMs	0.5137082201923839	0.6782696591687424	0.5398109151475429	0.5804199263668152
TF_Perturbations_Followed_by_Expression	0.7141166656817673	0.7611752505111984	0.6872621557816829	0.7899190497924867
TF-LOF_Expression_from_GEO	0.6532703444071007	0.692704021848182	0.5833811891565231	0.6393351187372359
SubCell_BarCode	0.6086161266934242	0.7505452261883099	0.6148742122871694	0.6823807698678492
SILAC_Phosphoproteomics	0.6141109550244825	0.6893577868126846	0.6215037400923491	0.671161360585636
Reactome_2016	0.7118826316034109	0.8245410815993371	0.7388965210080541	0.8270507578677725
Reactome_2015	0.7470407989391571	0.8292033328618372	0.7466429029002564	0.8316737070680946
Rare_Diseases_GeneRIF_Gene_Lists	0.6498469671160945	0.7305767958012618	0.6535152499221404	0.7438197739667077
Rare_Diseases_GeneRIF_ARCHS4_Predictions	0.7832892592160582	0.863252794940934	0.8937703772399875	0.9214245301797023
Rare_Diseases_AutoRIF_Gene_Lists	0.6426741356506104	0.719922465893366	0.5750117387383864	0.6691299281648702
Rare_Diseases_AutoRIF_ARCHS4_Predictions	0.7729135446771895	0.8633529596252131	0.8979781766212034	0.9223377053187801
RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO	0.7343080046490252	0.8111176083747937	0.7712063742189987	0.844770096182511
ProteomicsDB_2020	0.7176063198321407	0.7003739946887069	0.5387936346383423	0.6048234266267267
Phosphatase_Substrates_from_DEPOD	0.5314949114324969	0.6177016544451651	0.6668157263558296	0.6769718626871511
Pfam_InterPro_Domains	0.70034985605012	0.8128821452848811	0.6875807238700549	0.7820837088764712
Pfam_Domains_2019	0.7095193203809204	0.8056119016637114	0.6998338797998691	0.7871069447371339
Panther_2016	0.7376389809035934	0.8109540394044892	0.6997587744760746	0.7734441314209438
PPI_Hub_Proteins	0.6286775508651171	0.7040076876858686	0.6324602334541091	0.6884506382565342
Old_CMAP_up	0.6060510377709389	0.6063707550542116	0.540458367762525	0.5985314265956376
Old_CMAP_down	0.6068307394786437	0.6297422786351067	0.5468465748433927	0.5949034042306919
OMIM_Expanded	0.722408345996842	0.6854825766963129	0.5913470481735692	0.6511635905561866
OMIM_Disease	0.7361459515171379	0.7462096924984992	0.6864787589905972	0.7363024198902176
NURSA_Human_Endogenous_Complexome	0.5691461246482264	0.5548080167741731	0.6947671938105363	0.7644925689879811
NIH_Funded_PIs_2017_Human_GeneRIF	0.6022909921327971	0.7156650765141488	0.6489387385588667	0.727929135153041
NIH_Funded_PIs_2017_GeneRIF_ARCHS4_Predictions	0.8191637251248274	0.8686665517684936	0.851510601911495	0.8895103640201562
NCI-Nature_2016	0.690296411669292	0.7319047987736262	0.6687913355025771	0.7328707399992377
NCI-Nature_2015	0.6869445768031819	0.733007549306466	0.6687170284678112	0.7328866966747992
NCI-60_Cancer_Cell_Lines	0.6122368090263535	0.6997691300270651	0.5927422804338981	0.6628959081149438
Mouse_Gene_Atlas	0.8261654253508558	0.835627853680465	0.7267274354630482	0.7979611962908261
Microbe_Perturbations_from_GEO_up	0.7261921197254215	0.7512125995907089	0.7092971376122459	0.8064218256676249
Microbe_Perturbations_from_GEO_down	0.7457128461829984	0.7659555597506211	0.6852202365154694	0.7862305141226197
MSigDB_Oncogenic_Signatures	0.6470541337273237	0.6895087743470639	0.5573322883490673	0.6759064561616226
MSigDB_Computational	0.6978323193641274	0.7733744273475989	0.7308448047636169	0.7996964296259766
MGI_Mammalian_Phenotype_Level_4_2019	0.6852329098969338	0.7689249493635535	0.6506233896700315	0.7255045497475348
MGI_Mammalian_Phenotype_Level_4	0.6764126920078504	0.8028062419480428	0.6371787504658808	0.7046967995066314
MGI_Mammalian_Phenotype_Level_3	0.6736491235548392	0.7589233234132158	0.5917052521788265	0.6577370920149656
MGI_Mammalian_Phenotype_2017	0.683777379723743	0.7434676104501716	0.6411277561667077	0.7155811325806173
MGI_Mammalian_Phenotype_2013	0.6781763970439709	0.8025719286401509	0.6377434538784315	0.7059994905690995
MCF7_Perturbations_from_GEO_up	0.6781859002078747	0.7322807744741406	0.6501101740207019	0.7554464052587473
MCF7_Perturbations_from_GEO_down	0.6752716321676376	0.7248122303589751	0.657945677478081	0.7546471378760327
Ligand_Perturbations_from_GEO_up	0.7150030942452797	0.7494243015790681	0.686003334109774	0.7846684444091611
Ligand_Perturbations_from_GEO_down	0.7345726957988871	0.7607413341914832	0.6720699999232542	0.7788681220572435
LINCS_L1000_Ligand_Perturbations_up	0.6270891185467274	0.6721514340859934	0.6218479812179484	0.713887508566111
LINCS_L1000_Ligand_Perturbations_down	0.5856920925864865	0.6109759239233795	0.5183068494196452	0.6106618083953476
L1000_Kinase_and_GPCR_Perturbations_up	0.5832160956889462	0.5882850675144187	0.5058068131802173	0.5906425401591209
Kinase_Perturbations_from_GEO_up	0.6100770711476421	0.6430370817677821	0.5894952120316799	0.6508703300977248
Kinase_Perturbations_from_GEO_down	0.6086318773411549	0.6447543174328128	0.5956083318596747	0.6589026515393285
KEGG_2019_Mouse	0.7557463913426797	0.8181458774040439	0.7002479829340448	0.7964578443954977
KEGG_2019_Human	0.7553291521911624	0.8104620002556574	0.6963561948008419	0.7896742166798525
KEGG_2016	0.7524132918684805	0.8167271540904261	0.7024589848184178	0.7947184248755377
KEGG_2015	0.7357113328878612	0.8171485588759676	0.697186909288787	0.7733248404961581
KEGG_2013	0.7310526056173445	0.8127509886887234	0.690737750424758	0.7689642950262982
KEA_2013	0.5809619715561722	0.6962419013985048	0.5662116241721801	0.6202856182052745
Jensen_TISSUES	0.6160630725281057	0.8727419744399106	0.583818242668331	0.6621211874266704
Jensen_COMPARTMENTS	0.6262248120209413	0.7993228069517954	0.6748562362169446	0.7431416694321069
InterPro_Domains_2019	0.6832643761043362	0.805116010426453	0.7033789903001344	0.7871859093849605
Human_Phenotype_Ontology	0.6387449714298216	0.7540945771009232	0.6584110952833536	0.7153445932827945
Human_Gene_Atlas	0.8065762794296077	0.8068950814189065	0.6828960688670608	0.7602731487360962
HumanCyc_2016	0.753221663351691	0.790073937714536	0.6937146347894118	0.7872076087746587
HumanCyc_2015	0.7421375745088814	0.7827109512909587	0.7002742040671401	0.7877196712451173
HMDB_Metabolites	0.7399291101304828	0.7254666679125252	0.5438364286529829	0.674368613694862
Genome_Browser_PWMs	0.6077033024120879	0.6782012600226595	0.56277807747062	0.655646610561158
Gene_Perturbations_from_GEO_up	0.7264134913180059	0.7602035934765321	0.6810959317060075	0.7900090766277315
Gene_Perturbations_from_GEO_down	0.7314213373912559	0.7660989051986484	0.6875371219456864	0.7869461360801588
GWAS_Catalog_2019	0.5978271048081973	0.6875316313030121	0.5422598292743029	0.6449608722309359
GTEx_Tissue_Sample_Gene_Expression_Profiles_up	0.7629402310839686	0.7700534821819296	0.6524738714360501	0.7531035090067479
GTEx_Tissue_Sample_Gene_Expression_Profiles_down	0.7629304457088828	0.7864772213834397	0.54590683389894	0.7055301215117689
GO_Molecular_Function_2018	0.6788844714772596	0.8023392778981042	0.6692755044123238	0.7645586955941173
GO_Molecular_Function_2017b	0.7019960130933823	0.7960097006387636	0.6144557790856519	0.7025310914970855
GO_Molecular_Function_2017	0.6814671734943354	0.7855211706462585	0.6687437875132534	0.7575398103742558
GO_Molecular_Function_2015	0.6716879817539471	0.8077039272569423	0.6639042381479752	0.7561382065509856
GO_Molecular_Function_2013	0.5762584637106837	0.83797171831452	0.6603808782165087	0.7398558226580995
GO_Cellular_Component_2018	0.6795324140271563	0.8052474813872236	0.7335047632971283	0.8063376416576861
GO_Cellular_Component_2017b	0.6727010905107373	0.7894994428410749	0.6913742333457811	0.779841214649348
GO_Cellular_Component_2017	0.6866313039430352	0.8029694735074384	0.7468293665409174	0.8186219910264086
